NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,TopicMode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,OnGroundInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,first_bad_date,second_bad_date
CEN26LA106,Accident,202383,2026-01-28,Lafayette,IN,USA,NA,N51204,17274279,False,Aviation,Aviation,Approved by Office Director,2026-03-13,NA,None,0,0,0,0,0,The flight instructor's inadequate supervision of the student during a stall recovery that developed into unusual attitude and exceedance of the airplane’s never exceed airspeed which resulted in structural damage to the airplane.,Personnel issues - Action/decision - Action - Student/instructed pilot; Personnel issues - Psychological - Attention/monitoring - Instructor/check pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Capability exceeded,Accident,40.171,-86.958,CESSNA,172,Airplane,LAF,NA,False,1,Reciprocating,False,Instructional,091,Substantial,Visual (VMC),PURDUE AVIATION LLC,Maneuvering; Maneuvering; Maneuvering,Completed,False,Approved by Office Director,NA,NA,1/28/2026,28-1-2026
CEN26LA146,Accident,202694,2026-03-21,Madison,IN,USA,NA,N7548P,24-2756,False,Aviation,Aviation,Approved by Office Director,2026-04-30,NA,None,0,0,0,0,0,"The pilot’s failure to maintain proper airspeed during takeoff and exceedance of the airplane’s critical angle of attack, which resulted in an aerodynamic stall and impact with terrain.",Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Personnel issues - Task performance - Use of equip/info - Pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained,Accident,38.761819,-85.465521,PIPER,PA-24-250,Airplane,IMS,MADISON RGNL,False,1,Reciprocating,False,Unknown,091,Substantial,Visual (VMC),Secolad N7548P LLC,Takeoff; EmergencyDescent,Completed,False,Approved by Office Director,NA,NA,3/21/2026,21-3-2026
CEN26LA245,Accident,203349,2026-07-02,Wolcott,IN,USA,NA,None,186325P18227551MS810,False,Aviation,Aviation,Approved by Office Director,NA,NA,Serious,0,1,0,0,1,NA,NA,Accident,40.755883,-87.060475,XAG,P150 MAX,Powered-lift,NA,NA,False,4,NA,False,Aerial application,137,Minor,Visual (VMC),VOLO LLC,Takeoff,Ongoing,False,Approved by Office Director,NA,NA,7/2/2026,2-7-2026
CEN25LA254,Accident,200561,2025-07-15,Russellville,IN,USA,NA,N7501A,803B,False,Aviation,Aviation,Approved by Office Director,2026-01-09,NA,None,0,0,0,0,0,"The pilot’s failure to establish and maintain the airstrip centerline during takeoff, which resulted in the airplane’s right wingtips contacting the corn that bordered the airstrip.",Personnel issues - Task performance - Use of equip/info - Pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained,Accident,39.855044,-86.959176,Schweizer Aircraft Corp,G-164B,Airplane,II68,Durham Airport,False,1,Turbo prop,False,Aerial application,137,Substantial,Visual (VMC); Visual (VMC),"BI-State Air, Inc",Takeoff; Takeoff,Completed,False,Approved by Office Director,NA,NA,7/15/2025,15-7-2025
CEN25LA256,Accident,200563,2025-07-16,Greencastle,IN,USA,NA,N45CL,004,False,Aviation,Aviation,Approved by Office Director,2025-09-16,NA,Minor,0,0,1,1,0,The pilot’s failure to maintain pitch control during takeoff. Contributing to the accident was the pilot’s inexperience in the accident gyroplane.,Personnel issues - Experience/knowledge - Experience/qualifications - Pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,39.633528,-86.813806,FARRINGTON,TWINSTAR,Gyroplane,KGPC,Putnam County,True,1,Reciprocating,False,Flight test,091,Substantial,Visual (VMC),On File,Takeoff,Completed,False,Approved by Office Director,NA,NA,7/16/2025,16-7-2025
CEN25FA296,Accident,200665,2025-07-30,Greenwood,IN,USA,NA,N49BX,LIV-465,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,0,0,0,1,0,NA,NA,Accident,39.61789,-86.077085,HELMS RICHARD,LANCAIR IVP,Airplane,HFY,INDY SOUTH GREENWOOD,False,1,NA,False,Personal,091,Destroyed,Visual (VMC),On File,InitialClimb,Ongoing,False,Approved by Office Director,NA,NA,7/30/2025,30-7-2025
CEN25LA323,Accident,200811,2025-08-15,Fowler,IN,USA,NA,N7015N,129B,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,40.614972,-87.33103,GRUMMAN AMERICAN AVN. CORP.,G-164B,Airplane,NA,NA,False,1,NA,False,Aerial application,137,Substantial,Visual (VMC),Christopher Larson,Maneuvering,Ongoing,False,Approved by Office Director,NA,NA,8/15/2025,15-8-2025
CEN25LA372,Accident,200967,2025-09-09,Seymour,IN,USA,NA,N357CP,18281509,False,Aviation,Aviation,Approved by Office Director,2025-10-17,NA,None,0,0,0,0,0,The flight instructor’s improper landing flare which resulted in a bounced landing and loss of control.,Personnel issues - Task performance - Use of equip/info - Instructor/check pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained,Accident,38.91599,-85.91107,CESSNA,182T,Airplane,SER,Freeman Municipal Airport,False,1,Reciprocating,False,Instructional,091,Substantial,Visual (VMC),"Civil Air Patrol, Inc.",Landing; Landing,Completed,False,Approved by Office Director,NA,NA,9/9/2025,9-9-2025
CEN25LA379,Accident,201004,2025-09-13,Bedford,IN,USA,NA,N36TJ,7538,False,Aviation,Aviation,Approved by Office Director,NA,NA,Serious,0,0,0,1,0,NA,NA,Accident,38.8612,-86.4872,PEGASUS,QUANTUM 15,Weight-shift,BFR,Virgil I Grissom Municipal Airport,False,1,NA,False,Personal,091,Substantial,Visual (VMC),Pilot,Approach,Ongoing,False,Approved by Office Director,NA,NA,9/13/2025,13-9-2025
CEN25LA382,Accident,201006,2025-09-10,South Bend,IN,USA,NA,N997V,M-2234,False,Aviation,Aviation,Approved by Office Director,2026-01-15,NA,None,0,0,0,0,0,The pilot’s failure to maintain control of the airplane during a go around which resulted in an aerodynamic stall. Contributing to the accident was the loss of directional control during the landing roll.,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Capability exceeded; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,41.708224,-86.317337,BEECH,C23,Airplane,SBN,SOUTH BEND INTL,False,1,Reciprocating,False,Instructional,091,Substantial,Visual (VMC),On File,Landing; Landing; InitialClimb; InitialClimb,Completed,False,Approved by Office Director,NA,NA,9/10/2025,10-9-2025
