NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,TopicMode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,OnGroundInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,first_bad_date,second_bad_date
WPR26MA063,Accident,202182,2025-12-18,Statesville,NC,USA,NA,N257BW,5500283,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,0,0,0,7,0,NA,NA,Accident,35.763788,-80.941827,CESSNA,550,Airplane,SVH,STATESVILLE RGNL,False,2,NA,False,Personal,091,Substantial,Instrument (IMC),GB AVIATION LEASING LLC,Landing,Ongoing,False,Approved by Office Director,NA,NA,12/18/2025,18-12-2025
ERA26LA081,Accident,202225,2025-12-30,Louisburg,NC,USA,NA,N506SR,1692,False,Aviation,Aviation,Approved by Office Director,2026-05-14,NA,None,0,0,0,0,0,"The pilot’s failure to compensate for gusting crosswind conditions and subsequent loss of directional control following an aborted go-around attempt, which resulted in a runway excursion.",Environmental issues - Conditions/weather/phenomena - Wind - Response/compensation; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,36.025797,-78.324697,CIRRUS DESIGN CORP,SR20,Airplane,LHZ,TRIANGLE NORTH EXEC,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),MCKNIGHT AVIATION LLC,Landing; Landing; Landing; Approach,Completed,False,Approved by Office Director,NA,NA,12/30/2025,30-12-2025
ERA26LA123,Accident,202490,2026-02-23,Monroe,NC,USA,NA,N9624J,28-3780,False,Aviation,Aviation,Approved by Office Director,2026-06-17,NA,Serious,0,1,2,3,0,The pilot’s failure to maintain directional control while landing in gusting crosswind conditions.,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Personnel issues - Task performance - Use of equip/info - Pilot; Environmental issues - Conditions/weather/phenomena - Wind - Response/compensation,Accident,35.012685,-80.626237,PIPER,PA-28-180,Airplane,EQY,CHARLOTTE/MONROE EXEC,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC); Visual (VMC),On File,Landing,Completed,False,Approved by Office Director,NA,NA,2/23/2026,23-2-2026
ERA26LA133,Accident,202568,2026-03-01,Hendersonville,NC,USA,NA,N123XP,7-5087,False,Aviation,Aviation,Approved by Office Director,2026-07-09,NA,Minor,0,0,0,1,0,"The pilot’s failure to maintain directional control during takeoff, which resulted in a runway excursion and impact with trees.",Personnel issues - Task performance - Use of equip/info - Pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained,Accident,35.306113,-82.434034,MORRIS BRADLEY D,ZENITH STOL CH-701,Airplane,8NC9,W N C  AIR MUSEUM AIRPORT,True,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,Takeoff; Takeoff; Takeoff,Completed,False,Approved by Office Director,NA,NA,3/1/2026,1-3-2026
ERA26LA138,Accident,202606,2026-03-05,Little Switzerland,NC,USA,NA,N9919,4,False,Aviation,Aviation,Approved by Office Director,2026-06-17,NA,Minor,0,0,0,1,0,"A loss of thermal lift during a glider flight, which resulted in a collision with trees during a landing approach to a diversionary airport.",Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Attain/maintain not possible,Accident,35.853283,-82.113383,GLASFLUGEL,KESTREL,Glider,N/A,Strawberry Ridge,False,0,NA,False,Personal,091,Substantial,Visual (VMC),On File,Enroute; Approach; Maneuvering,Completed,False,Approved by Office Director,NA,NA,3/5/2026,5-3-2026
ERA26LA143,Accident,202621,2026-03-01,Carthage,NC,USA,NA,N972WW,172S9072,False,Aviation,Aviation,Approved by Office Director,2026-07-09,NA,None,0,0,0,0,0,The pilot’s failure to maintain clearance from trees while on final approach for landing. Contributing to the accident were the flight instructor’s inadequate remedial actions.,Personnel issues - Task performance - Use of equip/info - Pilot; Personnel issues - Psychological - Attention/monitoring - Instructor/check pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained,Accident,35.340873,-79.435695,CESSNA,172,Airplane,BQ1,GILLIAM - MC CONNELL AIRFIELD,False,1,Reciprocating,False,Instructional,091,Substantial,Visual (VMC); Visual (VMC),CHAPEL HILL FLYING CLUB INC DBA,Approach,Completed,False,Approved by Office Director,NA,NA,3/1/2026,1-3-2026
ERA26LA144,Accident,202622,2026-03-08,Indian Trail,NC,USA,NA,N98360,28-26184,False,Aviation,Aviation,Approved by Office Director,NA,NA,Serious,0,2,0,2,0,NA,NA,Accident,35.109059,-80.585735,PIPER,PA-28-140,Airplane,28A,GOOSE CREEK,False,1,NA,False,Personal,091,Substantial,Visual (VMC),JTS AIRCRAFT LLC,InitialClimb,Ongoing,False,Approved by Office Director,NA,NA,3/8/2026,8-3-2026
ENG26LA018,Incident,202762,2026-02-11,Charlotte,NC,USA,NA,N9010R,NA,False,Aviation,Aviation,Approved by Office Director,NA,NA,NA,0,0,0,0,0,NA,NA,Incident,NA,NA,AIRBUS,A319,NA,NA,NA,False,NA,NA,True,NA,NA,NA,NA,American Airlines,Enroute,Ongoing,False,Approved by Office Director,NA,NA,2/11/2026,11-2-2026
CEN26LA162,Accident,202776,2026-04-04,Camden,NC,USA,NA,N94PT,LIV-494,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,36.374442,-76.153212,LANCAIR,IV,Airplane,NA,NA,True,1,NA,False,Public aircraft,091,Substantial,Visual (VMC),On File,Enroute,Ongoing,False,Approved by Office Director,NA,NA,4/4/2026,4-4-2026
ERA26LA169,Accident,202819,2026-04-10,Iron Station,NC,USA,NA,N551EV,017,False,Aviation,Aviation,Approved by Office Director,NA,NA,Serious,0,1,1,2,0,NA,NA,Accident,35.47213,-81.17321,ERIC VARGOSKO,SW-51,Airplane,IPJ,LINCOLN COUNTY RGNL,True,1,NA,False,Personal,091,Minor,Visual (VMC),On File,Takeoff,Ongoing,False,Approved by Office Director,NA,NA,4/10/2026,10-4-2026
ERA26LA191,Accident,202902,2026-04-24,Sanford,NC,USA,NA,N85WM,CE-943,False,Aviation,Aviation,Approved by Office Director,2026-07-15,NA,None,0,0,0,0,0,"A loss of electrical power as a result of broken stator leads within the alternator, which resulted in the pilot’s inability to extend the airplane’s landing gear.",Aircraft - Aircraft systems - Electrical power system - Failure,Accident,35.5805,-79.102298,BEECH,F33A,Airplane,TTA,RALEIGH EXEC JETPORT AT SANFORD-LEE COUNTY,False,1,Reciprocating,False,Instructional,091,Substantial,Visual (VMC); Visual (VMC); Visual (VMC),On File,Enroute; Landing,Completed,False,Approved by Office Director,NA,NA,4/24/2026,24-4-2026
ERA26LA213,Accident,203047,2026-05-18,Statesville,NC,USA,NA,N177BT,177RG1194,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,35.764901,-80.952528,CESSNA,177RG,Airplane,SVH,STATESVILLE RGNL,False,1,NA,False,Personal,091,Substantial,Visual (VMC),PLANE DATA INC,Landing,Ongoing,False,Approved by Office Director,NA,NA,5/18/2026,18-5-2026
ERA26LA219,Accident,203069,2026-05-27,Knightdale,NC,USA,NA,N146RC,CH090,False,Aviation,Aviation,Approved by Office Director,NA,NA,Serious,0,2,0,2,0,NA,NA,Accident,35.797722,-78.43701,RAINBOW AIRCRAFT (PTY) LTD,CHEETAH XLS,Airplane,W17,RALEIGH EAST,False,1,NA,False,Instructional,091,Substantial,Visual (VMC),On File,Landing; InitialClimb; EmergencyDescent,Ongoing,False,Approved by Office Director,NA,NA,5/27/2026,27-5-2026
