NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,TopicMode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,OnGroundInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,first_bad_date,second_bad_date
ERA26LA137,Accident,202605,2026-02-22,Isla de Culebra,PR,USA,NA,N865VL,2125,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,18,65,PILATUS BRITTEN-NORMAN LIMITED,BN-2B-27,Airplane,CPX,BENJAMIN RIVERA NORIEGA,False,2,NA,True,Business,135,Substantial,Visual (VMC),On File,Taxi; Taxi,Ongoing,False,Approved by Office Director,NA,NA,2/22/2026,22-2-2026
ERA26LA176,Accident,202832,2026-04-15,Levittown,PR,USA,NA,N558BA,00172,False,Aviation,Aviation,Approved by Office Director,2026-07-29,NA,None,0,0,0,0,0,"An oil line separation at a barbed fitting in an experimental airplane, which resulted in a total loss of engine power due to oil starvation.",Aircraft - Fluids/misc hardware - Misc hardware - Not specified; Aircraft - Aircraft power plant - Engine (reciprocating) - Not specified,Accident,18.455098,-66.178012,ICON,A5,Airplane,NA,NA,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,EmergencyDescent; Landing; Approach,Completed,False,Approved by Office Director,NA,NA,4/15/2026,15-4-2026
ERA26LA223,Accident,203090,2026-05-30,Loíza,PR,USA,NA,N210PL,21062528,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,18.434008,-65.895865,CESSNA,T210,Airplane,SJU,LUIS MUNOZ MARIN INTL,False,1,NA,False,Personal,091,Substantial,Visual (VMC),MTS INC,InitialClimb,Ongoing,False,Approved by Office Director,NA,NA,5/30/2026,30-5-2026
ERA25LA275,Accident,200596,2025-07-21,San Juan,PR,USA,NA,N4187U,2843201,False,Aviation,Aviation,Approved by Office Director,2025-11-20,NA,None,0,0,0,0,0,"The student pilot’s excessing pitch attitude during takeoff, which resulted in a loss of aircraft control and aerodynamic stall.",Personnel issues - Task performance - Use of equip/info - Student/instructed pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Capability exceeded,Accident,18.456778,-66.098472,PIPER,PA28,Airplane,SIG,Fernando Luis Ribas Dominicci Airport,False,1,Reciprocating,False,Instructional,091,Substantial,Visual (VMC),INTER AMERICAN UNIVERSITY OF PUERTO RICO,Takeoff; Takeoff; UncontrolledDescent,Completed,False,Approved by Office Director,NA,NA,7/21/2025,21-7-2025
ERA26LA047,Accident,202030,2025-11-15,Culebrita Beach,PR,USA,NA,N258RS,AP2A0060,False,Aviation,Aviation,Approved by Office Director,2026-05-14,NA,Minor,0,0,1,1,0,"The pilot's failure to maintain directional control during the initial climb, which resulted in abnormal contact with the water and a subsequent collision with vegetation.",Environmental issues - Conditions/weather/phenomena - Wind - Response/compensation; Personnel issues - Task performance - Use of equip/info - Pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained,Accident,18.32094,-65.226694,TORRES RUBEN,AVENTURA II,Airplane,NA,NA,True,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,InitialClimb; InitialClimb,Completed,False,Approved by Office Director,NA,NA,11/15/2025,15-11-2025
ERA25FA082,Accident,199456,2024-12-20,Cintrona,PR,USA,NA,N22088,172S10439,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,1,0,0,1,0,NA,NA,Accident,18.014348,-66.52444,CESSNA,172,Airplane,TJPS,Mercedita Airport,False,1,NA,False,Personal,091,Substantial,Visual (VMC),FLIGHT WORLD INC,Enroute,Ongoing,False,Approved by Office Director,NA,NA,12/20/2024,20-12-2024
DCA25LA184,Incident,200025,2025-04-16,San Juan,PR,USA,NA,N607FR,11195,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Incident,18.4394,-66.001801,AIRBUS,A321-271NX,Airplane,SJU,Luis Munoz Marin International Airport,False,2,NA,True,NA,121,Unknown,Visual (VMC); Visual (VMC),Frontier Airlines,Landing,Ongoing,False,Approved by Office Director,NA,NA,4/16/2025,16-4-2025
ERA24LA172,Accident,194063,2024-04-09,Ceiba,PR,USA,NA,N5841Z,0135FF,False,Aviation,Aviation,Approved by Office Director,2024-05-09,NA,None,0,0,0,0,0,The pilots’ failure to ensure adequate clearance from the taxiway while performing a quick stop maneuver.,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,18.25144,-65.640696,MD HELICOPTERS INC,369FF,Helicopter,RVR,JOSE APONTE DE LA TORRE,False,2,Turbo shaft,False,Instructional,091,Substantial,Visual (VMC),"Luma Energy Servco, LLC",Maneuvering,Completed,False,Approved by Office Director,NA,NA,4/9/2024,9-4-2024
ERA24LA239,Accident,194363,2024-06-01,San Juan,PR,USA,NA,N6198K,15077583,False,Aviation,Aviation,Approved by Office Director,2025-04-01,NA,Serious,0,2,0,2,0,A partial loss of engine power due to the failure of the No. 2 cylinder rocker shaft bosses from fatigue cracking.,Aircraft - Aircraft power plant - Engine (reciprocating) - Fatigue/wear/corrosion; Aircraft - Aircraft power plant - Engine (reciprocating) - Failure,Accident,18.457417,-66.088556,CESSNA,150,Airplane,SIG,FERNANDO LUIS RIBAS DOMINICCI,False,1,Reciprocating,False,Instructional,091,Substantial,Visual (VMC),Ace Aviation,Takeoff; Takeoff; Takeoff,Completed,False,Approved by Office Director,NA,NA,6/1/2024,1-6-2024
ERA24FA301,Accident,194672,2024-07-11,Aguadilla,PR,USA,NA,N4167G; N4167G,402B1214; 402B1214,False,Aviation,Aviation,Approved by Office Director,2026-05-13,NA,Fatal,1,0,1,1,1,"The pilot’s decision to operate the airplane with known maintenance discrepancies, which resulted in a total loss of right engine power. Contributing to the outcome was the pilot’s failure to maintain airspeed while returning to the airport with a single operating engine, which resulted in a loss of airplane control.",Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Aircraft - Aircraft handling/service - Maintenance/inspections - Not serviced/maintained; Personnel issues - Action/decision - Info processing/decision - Pilot; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,18.505987,-67.112265,CESSNA; CESSNA,402B; 402B,Airplane; Airplane,BQN,RAFAEL HERNANDEZ,False,2,Reciprocating; Reciprocating,False,Personal,091; 091,Destroyed; Destroyed,Visual (VMC),W J MEDICAL CONSULTING; W J MEDICAL CONSULTING,Approach; Approach; Approach,Completed,False,Approved by Office Director,NA,NA,7/11/2024,11-7-2024
