NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,TopicMode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,OnGroundInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,first_bad_date,second_bad_date
CEN26LA067,Accident,202193,2025-12-16,Denver,CO,USA,NA,N529MW,0014,False,Aviation,Aviation,Approved by Office Director,2026-02-13,NA,None,0,0,0,0,0,The pilot’s failure to attain rotor RPM and maintain proper rotor disc angle during takeoff which resulted in a rotor strike with the rudder.,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained,Accident,39.784194,-104.53763,MARK O TREIDEL,American Ranger AR-1,Gyroplane,CFO,Colorado Air and Space Port Airport,True,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,Takeoff,Completed,False,Approved by Office Director,NA,NA,12/16/2025,16-12-2025
CEN26LA068,Accident,202216,2025-12-27,Hudson,CO,USA,NA,N239DA,C9610-0177,False,Aviation,Aviation,Approved by Office Director,2026-03-13,NA,None,0,0,0,0,0,The pilot’s failure to maintain control of the airplane during the landing roll.,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Effect on operation; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,40.10106,-104.70127,Kitfox,CLASC IV-1200,Airplane,18V,PLATTE VALLEY AIRPARK,True,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,Landing; Landing,Completed,False,Approved by Office Director,NA,NA,12/27/2025,27-12-2025
CEN26LA087,Accident,202283,2026-01-11,Gypsum,CO,USA,NA,N6725M,108-4725,False,Aviation,Aviation,Approved by Office Director,NA,NA,Minor,0,0,1,1,0,NA,NA,Accident,39.725792,-107.05805,STINSON,108-3,Airplane,PVT,Unnamed Private Airstrip,False,1,NA,False,Personal,091,Substantial,Visual (VMC),On File,Landing; Landing; Landing; Landing,Ongoing,False,Approved by Office Director,NA,NA,1/11/2026,11-1-2026
CEN26LA090,Accident,202298,2026-01-13,Mountain Village,CO,USA,NA,N772XJ,750-0272,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,37.953806,-107.90875,CESSNA,750,Airplane,TEX,Telluride Regional Airport,False,2,NA,False,Business,135,Substantial,Visual (VMC); Visual (VMC),"Red Wings Aeroplane, LLC",Landing,Ongoing,False,Approved by Office Director,NA,NA,1/13/2026,13-1-2026
CEN26LA108,Accident,202387,2026-01-30,Durango,CO,USA,NA,N4010K,245,False,Aviation,Aviation,Approved by Office Director,2026-03-19,NA,Serious,0,1,0,0,1,The ground crewmember’s failure to immediately let go of the balloon after it began an inadvertent climb while landing.,Personnel issues - Action/decision - Action - Ground crew,Accident,37.383333,-107.85,ADAMS BALLOON,A55S,Balloon,NA,N/A,False,0,None,False,Personal,091,None,Visual (VMC),On File,Landing,Completed,False,Approved by Office Director,NA,NA,1/30/2026,30-1-2026
CEN26FA115,Accident,202430,2026-02-13,Steamboat Springs,CO,USA,NA,N98FK,K058,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,4,0,0,4,0,NA,NA,Accident,40.461982,-106.84886,EPIC,E1000,Airplane,NA,NA,False,1,NA,False,Personal,091,Substantial,Visual (VMC),ALS AVIATION LLC,Enroute,Ongoing,False,Approved by Office Director,NA,NA,2/13/2026,13-2-2026
CEN26LA127,Accident,202560,2026-02-26,Durango,CO,USA,NA,N2251Q,EA-604,False,Aviation,Aviation,Approved by Office Director,2026-04-30,NA,None,0,0,0,0,0,The pilot’s improper landing flare and subsequent loss of directional control while attempting to land during high crosswind conditions.,Personnel issues - Task performance - Use of equip/info - Pilot; Environmental issues - Conditions/weather/phenomena - Wind - Effect on operation; Environmental issues - Conditions/weather/phenomena - Wind - Effect on operation; Environmental issues - Conditions/weather/phenomena - Wind - Effect on operation,Accident,37.1515,-107.7538,RAYTHEON AIRCRAFT COMPANY,B36TC,Airplane,DRO,Durango-La Plata County,False,1,Turbo prop,False,Personal,091,Substantial,Visual (VMC); Visual (VMC),On File,Landing; Landing; Landing; Landing,Completed,False,Approved by Office Director,NA,NA,2/26/2026,26-2-2026
CEN26LA133,Accident,202604,2026-02-28,Denver,CO,USA,NA,N1071Z,172S9826,False,Aviation,Aviation,Approved by Office Director,2026-04-30,NA,None,0,0,0,0,0,The solo student pilot's improper landing flare and subsequent improper recovery from a bounced landing which resulted in substantial damage to the airplane.,Personnel issues - Action/decision - Action - Student/instructed pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Personnel issues - Task performance - Use of equip/info - Student/instructed pilot,Accident,39.570119,-104.84929,CESSNA,172S,Airplane,KAPA,Centennial Airport,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),Aspen Flying Club,Landing; Landing,Completed,False,Approved by Office Director,NA,NA,2/28/2026,28-2-2026
DCA26LA150,Accident,202612,2026-03-06,Denver,CO,USA,NA,N27213,28773,False,Aviation,Aviation,Approved by Office Director,NA,NA,Minor,0,0,1,0,1,NA,NA,Accident,39.856876,-104.67502,BOEING,737-824,Airplane,DEN,DENVER INTL,False,2,NA,True,NA,121,Substantial,Instrument (IMC),UNITED AIRLINES INC,Taxi,Ongoing,False,Approved by Office Director,NA,NA,3/6/2026,6-3-2026
DCA26LA151,Accident,202613,2026-03-07,Denver,CO,USA,NA,N425MA,AC-640,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,39.857,-104.6705,FAIRCHILD,SA227-AC,Airplane,DEN,DENVER INTL,False,2,NA,False,NA,135,Substantial,Instrument (IMC),Key Lime Air,Landing,Ongoing,False,Approved by Office Director,NA,NA,3/7/2026,7-3-2026
