NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,TopicMode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,OnGroundInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,first_bad_date,second_bad_date
ERA26LA122,Accident,202481,2026-02-21,Gettysburg,PA,USA,NA,N1020S,26-0467,False,Aviation,Aviation,Approved by Office Director,2026-06-25,NA,Minor,0,0,0,2,0,"The flight instructor’s failure to identify the excess power required to lift off from soft and muddy ground, which resulted in a loss of control and subsequent collision with a hangar during takeoff.",Personnel issues - Psychological - Attention/monitoring - Instructor/check pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained,Accident,39.81853,-77.25508,HUGHES,269A,Helicopter,None,None,False,1,Reciprocating,False,Instructional,091,Substantial,Visual (VMC),Tactical Turtle LLC,Takeoff; Takeoff,Completed,False,Approved by Office Director,NA,NA,2/21/2026,21-2-2026
ERA26LA156,Accident,202742,2026-04-01,Philadelphia,PA,USA,NA,N494LA,28020022,False,Aviation,Aviation,Approved by Office Director,NA,NA,Serious,0,1,1,2,0,NA,NA,Accident,40.05,-74.99,PIPER AIRCRAFT INC,PA-28-181,Airplane,PNE,NORTHEAST PHILADELPHIA,False,1,NA,False,Instructional,091,Substantial,Visual (VMC),PIPER 3 LLC,Approach,Ongoing,False,Approved by Office Director,NA,NA,4/1/2026,1-4-2026
ERA26LA187,Accident,202891,2026-04-24,Quakertown,PA,USA,NA,N99467,17276451,False,Aviation,Aviation,Approved by Office Director,2026-05-21,NA,None,0,0,0,0,0,The pilot receiving instruction’s failure to maintain aircraft directional control during the takeoff roll. Contributing was the flight crew’s failure to ensure a positive exchange of flight controls during the takeoff roll.,Personnel issues - Task performance - Use of equip/info - Pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Personnel issues - Task performance - Communication (personnel) - Flight crew,Accident,40.434695,-75.37947,CESSNA,172,Airplane,UKT,QUAKERTOWN,False,1,Reciprocating,False,Instructional,091,Substantial,Visual (VMC),CIVIL AIR PATROL INC,Takeoff; Takeoff,Completed,False,Approved by Office Director,NA,NA,4/24/2026,24-4-2026
ERA26LA245,Accident,203217,2026-06-07,Renovo,PA,USA,NA,N47123,5133,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,41.302593,-77.841503,TAYLORCRAFT,DCO-65,Airplane,NA,NA,False,1,NA,False,Personal,091,Substantial,NA,On File,Landing,Ongoing,False,Approved by Office Director,NA,NA,6/7/2026,7-6-2026
ERA26LA288,Accident,203523,2026-07-23,Johnstown,PA,USA,NA,N9532Z,NA,False,Aviation,Aviation,Approved by Office Director,NA,NA,Serious,0,1,2,2,1,NA,NA,Accident,NA,NA,BALONY KUBICEK SPOL SRO,BB45Z,NA,NA,NA,False,NA,NA,False,NA,NA,NA,NA,NA,Unknown,Ongoing,False,Approved by Office Director,NA,NA,7/23/2026,23-7-2026
ERA25LA259,Accident,200465,2025-07-04,Towanda,PA,USA,NA,N31XR,6771,False,Aviation,Aviation,Approved by Office Director,2025-11-14,NA,None,0,0,0,0,0,An in-flight fire for reasons that could not be determined due to the extent of fire damage.,Not determined - Not determined - (general) - Unknown/Not determined,Accident,41,-76,ROBBINS C/ROBBINS J,ROTORWAY EXEC 162F,Helicopter,NA,NA,True,1,Reciprocating,False,Personal,091,Destroyed,Visual (VMC),On File,EmergencyDescent; Maneuvering,Completed,False,Approved by Office Director,NA,NA,7/4/2025,4-7-2025
ERA25LA268,Accident,200555,2025-07-11,Elysburg,PA,USA,NA,N962WF,4636203,False,Aviation,Aviation,Approved by Office Director,2025-11-20,NA,None,0,0,0,0,0,Failure of the engine mount which resulted in a collapse of the nose landing gear.,Aircraft - Aircraft systems - Landing gear system - Failure,Accident,40.837449,-76.550283,PIPER,PA46,Airplane,N79,NORTHUMBERLAND COUNTY,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC); Visual (VMC); Visual (VMC),PAD AVIATION LLC,Landing; Landing,Completed,False,Approved by Office Director,NA,NA,7/11/2025,11-7-2025
ERA25FA272,Accident,200578,2025-07-20,Lititz,PA,USA,NA,N819MA,4697569,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,1,0,0,1,0,NA,NA,Accident,40.128371,-76.277459,PIPER,PA46-500TP,Airplane,LNS,LANCASTER,False,1,NA,False,Personal,091,Substantial,Instrument (IMC),On File,InitialClimb; InitialClimb,Ongoing,False,Approved by Office Director,NA,NA,7/20/2025,20-7-2025
ERA25LA334,Accident,200951,2025-08-08,Pottstown,PA,USA,NA,N69200,15282548,False,Aviation,Aviation,Approved by Office Director,2025-12-04,NA,None,0,0,0,0,0,"The pilot’s improper landing flare and subsequent improper recovery from a bounced landing, which resulted in substantial damage to the engine mounts.",Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,40.26024,-75.6716,CESSNA,152,Airplane,PTW,HERITAGE FLD,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,Landing; Landing,Completed,False,Approved by Office Director,NA,NA,8/8/2025,8-8-2025
ERA25FA344,Accident,200985,2025-09-11,Jim Thorpe,PA,USA,NA,N5072F,811024D,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,2,0,0,2,0,NA,NA,Accident,40.884331,-75.700413,HUGHES,369D,Helicopter,NA,NA,False,1,NA,False,External load,133,Destroyed,Visual (VMC),WINCO INC,Maneuvering,Ongoing,False,Approved by Office Director,NA,NA,9/11/2025,11-9-2025
