NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,TopicMode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,OnGroundInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,first_bad_date,second_bad_date
CEN26LA104,Accident,202373,2026-01-31,Augusta,KS,USA,NA,N767VK,172S13021,False,Aviation,Aviation,Approved by Office Director,2026-05-21,NA,None,0,0,0,0,0,The student pilot’s failure to maintain control during the takeoff.,Personnel issues - Task performance - Use of equip/info - Student/instructed pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained,Accident,37.669834,-97.078026,TEXTRON AVIATION INC,172S,Airplane,3AU,AUGUSTA MUNI,False,1,Reciprocating,False,Instructional,091,Substantial,Visual (VMC),TEXTRON AVIATION EMPLOYEES FLYING CLUB INC,Takeoff; Takeoff; Takeoff,Completed,False,Approved by Office Director,NA,NA,1/31/2026,31-1-2026
CEN26LA123,Accident,202486,2026-02-23,Admire,KS,USA,NA,N9939U,AA5A0339,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,38.7355,-96.09939,GRUMMAN,AA5,Airplane,NA,NA,False,1,NA,False,Personal,091,Substantial,Visual (VMC),On File,Unknown,Ongoing,False,Approved by Office Director,NA,NA,2/23/2026,23-2-2026
CEN26LA150,Accident,202720,2026-03-27,Beloit,KS,USA,NA,N2785K,18053067,False,Aviation,Aviation,Approved by Office Director,2026-04-30,NA,None,0,0,0,0,0,The pilot’s failure to maintain directional control during the landing with a quartering headwind. Contributing to the accident was the pilot’s runway selection based on the variable and gusting wind conditions.,Personnel issues - Action/decision - Info processing/decision - Pilot; Environmental issues - Conditions/weather/phenomena - Wind - Effect on operation; Personnel issues - Task performance - Use of equip/info - Pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Environmental issues - Conditions/weather/phenomena - Wind - Effect on operation,Accident,39.470342,-98.126719,CESSNA,180K,Airplane,K61,MORITZ MEML,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),PONTIAC FLYING LLC,Landing; Landing; Landing,Completed,False,Approved by Office Director,NA,NA,3/27/2026,27-3-2026
CEN26LA163,Accident,202778,2026-04-03,Wichita,KS,USA,NA,N411CV,T20609251,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,37.652385,-97.428098,TEXTRON AVIATION INC,T206H,Airplane,KICT,NA,False,1,NA,False,Instructional,091,Substantial,NA,TEXTRON AVIATION INC,InitialClimb,Ongoing,False,Approved by Office Director,NA,NA,4/3/2026,3-4-2026
CEN26LA167,Accident,202838,2026-04-17,Topeka,KS,USA,NA,N84794,17258615,False,Aviation,Aviation,Approved by Office Director,2026-07-09,NA,None,0,0,0,0,0,The student pilot’s failure to maintain situational awareness while taxiing which resulted in a collision with fence poles on either side of a gate which was not intended for airplanes.,Personnel issues - Task performance - Use of equip/info - Pilot; Personnel issues - Task performance - Use of equip/info - Student/instructed pilot; Environmental issues - Physical environment - Object/animal/substance - Awareness of condition,Accident,39.068823,-95.622376,CESSNA,172,Airplane,TOP,Philip Billard Municipal Airport,False,1,Reciprocating,False,Instructional,091,Substantial,Visual (VMC); Visual (VMC),Odyssey Aircraft LLC,Taxi,Completed,False,Approved by Office Director,NA,NA,4/17/2026,17-4-2026
CEN26LA173,Accident,202898,2026-04-23,Chanute,KS,USA,NA,N39VF,2231,False,Aviation,Aviation,Approved by Office Director,NA,NA,Minor,0,0,2,2,0,NA,NA,Accident,37.717775,-95.478607,CIRRUS DESIGN CORP,SR22T,Airplane,CNU,NA,False,1,NA,False,Business,091,Substantial,Visual (VMC),On File,Enroute,Ongoing,False,Approved by Office Director,NA,NA,4/23/2026,23-4-2026
CEN26LA194,Accident,203036,2026-05-20,Hutchinson,KS,USA,NA,N32F; N32F,AC075; AC075,False,Aviation,Aviation,Approved by Office Director,2026-07-30,NA,None,0,0,0,0,0,"The pilot’s inadequate fuel planning, which resulted in a total loss of engine power due to fuel exhaustion.",Aircraft - Fluids/misc hardware - Fluids - Fluid level; Environmental issues - Physical environment - Terrain - Contributed to outcome; Personnel issues - Task performance - Planning/preparation - Pilot,Accident,38.0608,-97.9298,LOCKWOOD; LOCKWOOD,AIR CAM; AIR CAM,Airplane; Airplane,HUT,Hutchinson Regional Airport,True,2,Reciprocating; Reciprocating,False,Personal,091; 091,Substantial; Substantial,Visual (VMC),On File; On File,Enroute; Landing,Completed,False,Approved by Office Director,NA,NA,5/20/2026,20-5-2026
CEN26LA217,Accident,203111,2026-06-02,Coffeyville,KS,USA,NA,N113CX,V00274,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,37.091934,-95.567526,AUTOGYRO,CAVALON,Helicopter,CFV,COFFEYVILLE MUNI,True,1,NA,False,Personal,091,Substantial,Visual (VMC),On File,Takeoff,Ongoing,False,Approved by Office Director,NA,NA,6/2/2026,2-6-2026
CEN26LA249,Accident,203381,2026-07-10,Ellsworth,KS,USA,NA,N3773J,15065073,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,38.729174,-98.288971,CESSNA,150G,Airplane,NA,NA,False,1,NA,False,Personal,091,Substantial,NA,On File,Enroute,Ongoing,False,Approved by Office Director,NA,NA,7/10/2026,10-7-2026
CEN26LA252,Accident,203385,2026-07-13,Whitiing,KS,USA,NA,N808HB,NA,False,Aviation,Aviation,Approved by Office Director,NA,NA,Minor,0,0,1,1,0,NA,NA,Accident,NA,NA,AIR TRACTOR,AT802,NA,NA,NA,False,NA,NA,False,NA,NA,NA,NA,Heinen Brothers,Enroute,Ongoing,False,Approved by Office Director,NA,NA,7/13/2026,13-7-2026
