NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,TopicMode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,OnGroundInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,first_bad_date,second_bad_date
CEN26LA063,Accident,202172,2025-12-16,Gonzales,LA,USA,NA,N9081V,690015,False,Aviation,Aviation,Approved by Office Director,2026-03-19,NA,Minor,0,0,2,2,0,"The pilot’s improper pitch control that resulted in a hard landing, and his improper recovery from multiple bounced landings. Contributing to the accident was the safety pilot’s delayed response to the initial bounced landing which led to the runway excursion.",Personnel issues - Action/decision - Action - Other; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Incorrect use/operation; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,30.173063,-90.941498,MOONEY,M20E,Airplane,REG,Louisiana Regional,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC); Visual (VMC); Visual (VMC); Visual (VMC); Visual (VMC),On File,Landing; Landing; Landing; Landing; Landing,Completed,False,Approved by Office Director,NA,NA,12/16/2025,16-12-2025
CEN26LA118,Accident,202445,2026-02-12,Sulphur,LA,USA,NA,N254LA; N598LA,502A-3054; 502B-2598,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,30.233201,-93.380794,AIR TRACTOR; AIR TRACTOR,AT-502A; AT-502B,Airplane; Airplane,UXL,Southland Field Airport,False,NA,NA,False,Aerial application; Aerial application,137; 137,Substantial; Substantial,NA,O'Brien Flying Service; O'Brien Flying Service,Landing; Landing,Ongoing,False,Approved by Office Director,NA,NA,2/12/2026,12-2-2026
CEN26LA128,Accident,202571,2026-03-01,Larose,LA,USA,NA,N5063N,502B-0471,False,Aviation,Aviation,Approved by Office Director,2026-04-30,NA,None,0,0,0,0,0,"The pilot’s improper fuel planning and his failure to adequately monitor the fuel level during flight, which resulted in fuel exhaustion, and a total loss of engine power. Contributing to the accident was the pilot’s lack of attention performing the task, which led to a loss of situational awareness.",Personnel issues - Task performance - Use of equip/info - Pilot; Personnel issues - Psychological - Perception/orientation/illusion - Pilot; Aircraft - Fluids/misc hardware - Fluids - Fluid level; Personnel issues - Task performance - Planning/preparation - Pilot; Personnel issues - Psychological - Attention/monitoring - Pilot; Personnel issues - Psychological - Attention/monitoring - Pilot; Personnel issues - Action/decision - Info processing/decision - Pilot; Aircraft - Fluids/misc hardware - Fluids - Fluid management,Accident,29.56199,-90.341075,AIR TRACTOR INC,AT-502,Airplane,NA,NA,False,1,Turbo prop,False,Aerial application,137,Substantial,Visual (VMC),OLD RIVER APPLICATORS LLC,Post-Impact; Maneuvering; Maneuvering; Landing; EmergencyDescent,Completed,False,Approved by Office Director,NA,NA,3/1/2026,1-3-2026
CEN26FA142,Accident,202673,2026-03-22,Sharp,LA,USA,NA,N886DS,BY-248,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,1,0,0,1,0,NA,NA,Accident,31.375418,-92.778411,Beechcraft,B200GT,Airplane,NA,NA,False,2,NA,False,Personal,091,Destroyed,Visual (VMC),On File,Enroute,Ongoing,False,Approved by Office Director,NA,NA,3/22/2026,22-3-2026
CEN26FA184,Accident,202975,2026-05-12,Mound,LA,USA,NA,N251CS,44-74977N,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,1,0,0,1,0,NA,NA,Accident,32.351712,-91.029211,NORTH AMERICAN,F-51D,Airplane,TVR,Vicksburg Tallulah Regional Airport,False,1,NA,False,Personal,091,Substantial,Visual (VMC),On File,Maneuvering,Ongoing,False,Approved by Office Director,NA,NA,5/12/2026,12-5-2026
CEN26LA218,Accident,203116,2026-06-03,Breaux Bridge,LA,USA,NA,N50050,602-0485,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,30.28487,-91.85407,AIR TRACTOR INC,AT-602,Airplane,LFT,NA,False,1,NA,False,Aerial application,137,Substantial,Visual (VMC),TRI-AIR FARMS LLC,Maneuvering,Ongoing,False,Approved by Office Director,NA,NA,6/3/2026,3-6-2026
CEN26LA236,Accident,203250,2026-06-24,Baton Rouge,LA,USA,NA,N6164C,NA,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,NA,NA,BEECH,C24R,NA,NA,NA,False,NA,NA,False,NA,NA,NA,NA,NA,Landing,Ongoing,False,Approved by Office Director,NA,NA,6/24/2026,24-6-2026
CEN25LA231,Accident,200448,2025-07-01,Lockport,LA,USA,NA,N8834H,1B,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,29.59157,-90.47634,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,Airplane,NA,NA,False,1,NA,False,Aerial application,137,Substantial,Visual (VMC),AG AIR LLC,Maneuvering,Ongoing,False,Approved by Office Director,NA,NA,7/1/2025,1-7-2025
CEN25LA233,Accident,200467,2025-07-01,Slaughter,LA,USA,NA,N5000S,11-10-54-0124,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,30.727101,-91.148551,ICP SRL,SAVANNAH S,Airplane,LS77,Magnolia Airpark,False,1,NA,False,Personal,091,Substantial,Visual (VMC),On File,Takeoff,Ongoing,False,Approved by Office Director,NA,NA,7/1/2025,1-7-2025
CEN25FA281,Accident,200614,2025-07-23,Thibodaux,LA,USA,NA,N2611,45417,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,1,0,0,1,0,NA,NA,Accident,29.801294,-90.773972,BELL HELICOPTER TEXTRON,206L-1,Helicopter,NA,NA,False,1,NA,False,Aerial application,137,Destroyed,Visual (VMC),Joe Brigham Inc.,Maneuvering,Ongoing,False,Approved by Office Director,NA,NA,7/23/2025,23-7-2025
