NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,TopicMode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,OnGroundInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,first_bad_date,second_bad_date
ERA26LA225,Accident,203113,2026-06-02,East Granby,CT,USA,NA,N331JM,22158,False,Aviation,Aviation,Approved by Office Director,NA,NA,Minor,0,0,2,2,0,NA,NA,Accident,41.926579,-72.776562,PIPER,J5C-65,Airplane,4B9,Simsbury,False,1,NA,False,Personal,091,Substantial,Visual (VMC),On File,Takeoff,Ongoing,False,Approved by Office Director,NA,NA,6/2/2026,2-6-2026
ERA26LA229,Accident,203127,2026-06-04,Danbury,CT,USA,NA,N726EA,E-3943,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,41.371534,-73.482189,HAWKER BEECHCRAFT CORP,G36,Airplane,DXR,DANBURY MUNI,False,1,NA,False,Personal,091,Substantial,Visual (VMC),On File,Takeoff; Takeoff,Ongoing,False,Approved by Office Director,NA,NA,6/4/2026,4-6-2026
ERA26LA289,Accident,203531,2026-07-30,Weston,CT,USA,NA,N9144Q,NA,False,Aviation,Aviation,Approved by Office Director,NA,NA,NA,0,0,0,0,0,NA,NA,Accident,NA,NA,BEECH,A36,NA,NA,NA,False,NA,NA,False,NA,NA,NA,Visual (VMC),NA,Enroute,Ongoing,False,Approved by Office Director,NA,NA,7/30/2026,30-7-2026
ERA25LA279,Accident,200652,2025-07-25,Windham,CT,USA,NA,N469JS,MA-23,False,Aviation,Aviation,Approved by Office Director,2025-12-18,NA,None,0,0,0,0,0,"The pilot’s inadequate preflight planning, which resulted in a rejected takeoff and subsequent runway excursion.",Personnel issues - Action/decision - Info processing/decision - Pilot,Accident,41.738924,-72.183157,BEECH,A23-24,Airplane,IJD,Windham Airport,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,Takeoff; Takeoff; Takeoff,Completed,False,Approved by Office Director,NA,NA,7/25/2025,25-7-2025
ERA25LA361,Accident,201063,2025-09-20,Salisbury,CT,USA,NA,N78938,17257794,False,Aviation,Aviation,Approved by Office Director,NA,NA,Minor,0,0,2,2,0,NA,NA,Accident,41.927068,-73.387216,CESSNA,172K,Airplane,POU,NA,False,1,NA,False,Instructional,091,Substantial,Visual (VMC),WINGS OVER TEXAS HOLDINGS LLC,Landing,Ongoing,False,Approved by Office Director,NA,NA,9/20/2025,20-9-2025
ERA26LA015,Accident,201856,2025-10-10,New Milford,CT,USA,NA,N28170,1157,False,Aviation,Aviation,Approved by Office Director,2025-12-11,NA,None,0,0,0,0,0,"The pilot’s decision to depart from an unlit turf runway at night, which resulted in a loss of directional control, and subsequent runway excursion.",Personnel issues - Action/decision - Info processing/decision - Pilot; Environmental issues - Operating environment - Airport facilities/design - Decision related to condition; Environmental issues - Conditions/weather/phenomena - Light condition - Decision related to condition,Accident,41.569751,-73.46192,SOCATA,TB 10,Airplane,11N,CANDLELIGHT FARMS,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC); Visual (VMC),On File,Takeoff; Takeoff,Completed,False,Approved by Office Director,NA,NA,10/10/2025,10-10-2025
ERA26LA021,Accident,201911,2025-10-11,Plymouth,CT,USA,NA,N2812N,13073,False,Aviation,Aviation,Approved by Office Director,2025-12-18,NA,None,0,0,0,0,0,"The plot’s failure to account sufficiently for the decrease in the airplane’s takeoff performance due to the wet turf runway, which resulted in a collision with a log barrier and subsequent nose over after aborting the takeoff.",Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Decision related to condition; Personnel issues - Action/decision - Info processing/decision - Pilot,Accident,41.632922,-73.048308,CESSNA,140,Airplane,N41,MOUNT TOBE,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC); Visual (VMC),On File,Takeoff; Takeoff; Takeoff,Completed,False,Approved by Office Director,NA,NA,10/11/2025,11-10-2025
ERA26LA033,Accident,201969,2025-11-06,Oxford,CT,USA,NA,N34LC,17272203,False,Aviation,Aviation,Approved by Office Director,2026-01-09,NA,None,0,0,0,0,0,"The pilot’s failure to compensate for gusty crosswind conditions, which resulted in a loss of control of the airplane and subsequent collision with terrain.",Environmental issues - Conditions/weather/phenomena - Wind - Response/compensation; Environmental issues - Conditions/weather/phenomena - Wind - Response/compensation; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,41.473032,-73.13317,CESSNA,172,Airplane,OXC,WATERBURY-OXFORD,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC); Visual (VMC),On File,Landing; Approach,Completed,False,Approved by Office Director,NA,NA,11/6/2025,6-11-2025
DCA26WA036,Occurrence,202041,2025-11-22,Greenwich,CT,USA,NA,C-FRQM; C-FRQM,17000137; 17000137,False,Aviation,Aviation,None,2026-03-12,NA,None,0,0,0,0,0,NA,NA,Occurrence,41.050682,-73.633272,EMBRAER; EMBRAER,ERJ170; ERJ170,Airplane; Airplane,NA,NA,False,2,Turbo fan; Turbo fan,False,NA,129; 129,None; None,NA,Jazz Aviation; Jazz Aviation,Approach,N/A,False,None,NA,NA,11/22/2025,22-11-2025
ERA25LA381,Accident,202328,2025-09-02,Danbury,CT,USA,NA,N742MA,1005,False,Aviation,Aviation,Approved by Office Director,2026-07-15,NA,None,0,0,0,0,0,"The pilot’s failure to maintain directional control during the landing rollout, which resulted in a ground loop.",Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,41.371534,-73.482189,PITTS,S-1T,Airplane,DXR,DANBURY MUNI,True,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,Landing; Landing,Completed,False,Approved by Office Director,NA,NA,9/2/2025,2-9-2025
