NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,TopicMode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,OnGroundInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,first_bad_date,second_bad_date
CEN26LA073,Accident,202241,2025-12-13,Stroud,OK,USA,NA,N5879N,14424,False,Aviation,Aviation,Approved by Office Director,2026-03-05,NA,Minor,0,0,1,1,0,"The pilot’s inadequate fuel planning, which resulted in a total loss of power due to fuel exhaustion.",Aircraft - Fluids/misc hardware - Fluids - Fluid level; Personnel issues - Task performance - Planning/preparation - Pilot; Environmental issues - Physical environment - Terrain - Contributed to outcome,Accident,35.789583,-96.655667,ROCKWELL INTERNATIONAL,114,Airplane,SUD,Stroud Municipal Airport,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,Landing; Enroute,Completed,False,Approved by Office Director,NA,NA,12/13/2025,13-12-2025
CEN26LA075,Accident,202248,2025-12-31,Guthrie,OK,USA,NA,N453DB,01,False,Aviation,Aviation,Approved by Office Director,2026-05-14,NA,None,0,0,0,0,0,The pilot's failure to maintain directional control during landing with a quartering left crosswind.,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Environmental issues - Conditions/weather/phenomena - Wind - Effect on operation; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,35.851669,-97.416395,STEEN,SKYBOLT,Airplane,GOK,Guthrie Edmond Regional,True,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,Landing; Landing; Landing,Completed,False,Approved by Office Director,NA,NA,12/31/2025,31-12-2025
CEN26LA116,Accident,202443,2026-02-14,Guymon,OK,USA,NA,N247MD; N247MD,LJ1244; LJ1244,False,Aviation,Aviation,Approved by Office Director,2026-04-30,NA,None,0,0,0,0,0,The collision with a white-tailed deer during the takeoff in night visual conditions.,Environmental issues - Physical environment - Object/animal/substance - Awareness of condition; Environmental issues - Physical environment - Object/animal/substance - Contributed to outcome; Environmental issues - Physical environment - Object/animal/substance - Timing of related info; Environmental issues - Physical environment - Object/animal/substance - Effect on equipment; Environmental issues - Physical environment - Object/animal/substance - Ability to respond/compensate,Accident,36.691296,-101.50665,BEECH; BEECH,C90; C90,Airplane; Airplane,GUY,GUYMON MUNI,False,2,Turbo prop; Turbo prop,False,Business,135; 135,Substantial; Substantial,Visual (VMC); Visual (VMC); Visual (VMC),Integra Aviation LLC; Integra Aviation LLC,Post-Impact; Takeoff; Takeoff; Takeoff; Takeoff,Completed,False,Approved by Office Director,NA,NA,2/14/2026,14-2-2026
CEN26LA160,Accident,202763,2026-04-06,Tahlequah,OK,USA,NA,N1203F,17272968,False,Aviation,Aviation,Approved by Office Director,2026-07-09,NA,None,0,0,0,0,0,"The student pilot’s failure to maintain directional control while landing, which resulted in a runway excursion and nose over.",Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Personnel issues - Task performance - Use of equip/info - Student/instructed pilot,Accident,35.928708,-95.004686,CESSNA,172N,Airplane,TQH,TAHLEQUAH MUNI,False,1,Reciprocating,False,Instructional,091,Substantial,Visual (VMC); Visual (VMC),On File,Landing; Landing; Landing,Completed,False,Approved by Office Director,NA,NA,4/6/2026,6-4-2026
CEN26LA170,Accident,202850,2026-04-17,Ardmore,OK,USA,NA,N9262Y; N9262Y,31P-8414033; 31P-8414033,False,Aviation,Aviation,Approved by Office Director,2026-07-09,NA,Minor,0,0,1,1,0,The pilot’s failure to maintain control of the airplane while landing on a wet runway with a tailwind.,Environmental issues - Conditions/weather/phenomena - Wind - Effect on operation; Personnel issues - Task performance - Use of equip/info - Pilot; Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Effect on operation,Accident,34.146972,-97.122667,PIPER; PIPER,PA 31P 350; PA 31P 350,Airplane; Airplane,1F0,Ardmore Downtown,False,2,Reciprocating; Reciprocating,False,Personal,091; 091,Substantial; Substantial,Visual (VMC); Visual (VMC),TWIN STAR MONTANA LLC; TWIN STAR MONTANA LLC,Landing; Landing; Landing,Completed,False,Approved by Office Director,NA,NA,4/17/2026,17-4-2026
ANC26LA035,Accident,202914,2026-04-30,Hollis,OK,USA,NA,N7436B,7EC-474,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,34.71,-99.91,CHAMPION,7EC,Airplane,O35,Hollis Municipal Airport,False,1,NA,False,Personal,091,Substantial,Visual (VMC); Visual (VMC),On File,Takeoff,Ongoing,False,Approved by Office Director,NA,NA,4/30/2026,30-4-2026
CEN26LA175,Accident,202933,2026-04-30,Chickasha,OK,USA,NA,N22SP,1214,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,34.981681,-97.973939,HILLER,UH-12E,Helicopter,N/A,NA,False,1,NA,False,Aerial application,137,Substantial,Visual (VMC),On File,Maneuvering; Maneuvering,Ongoing,False,Approved by Office Director,NA,NA,4/30/2026,30-4-2026
CEN26LA206,Accident,203081,2026-05-29,Bartlesville,OK,USA,NA,N11JP,676-H,False,Aviation,Aviation,Approved by Office Director,2026-07-30,NA,None,0,0,0,0,0,The pilot’s failure to maintain control during the landing rollout and subsequent aborted landing.,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,36.763361,-96.011194,PITTS,SPECIAL S-1S,Airplane,BVO,Bartlesville Municipal Airport,True,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,Landing; Landing; Landing,Completed,False,Approved by Office Director,NA,NA,5/29/2026,29-5-2026
WPR26LA230,Accident,203234,2026-06-21,Alva,OK,USA,NA,N618SA,019,False,Aviation,Aviation,Approved by Office Director,NA,NA,None,0,0,0,0,0,NA,NA,Accident,36.773577,-98.671166,STEPHEN ABERLE,CHIPPER CH-2A,Airplane,AVK,ALVA RGNL,True,1,NA,False,Personal,091,Substantial,Visual (VMC),On File,Taxi,Ongoing,False,Approved by Office Director,NA,NA,6/21/2026,21-6-2026
ERA26FA253,Accident,203271,2026-06-29,Goldsby,OK,USA,NA,N9846B,4098,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,2,0,0,2,0,NA,NA,Accident,35.100634,-97.468282,BELLANCA,14-19-2,Airplane,39OK,PARADISE AIR HAVEN,False,1,NA,False,Personal,091,Destroyed,Visual (VMC),On File,Takeoff,Ongoing,False,Approved by Office Director,NA,NA,6/29/2026,29-6-2026
CEN26LA246,Accident,203361,2026-07-07,Hooker,OK,USA,NA,UNREG,64773,False,Aviation,Aviation,Approved by Office Director,NA,NA,Minor,0,0,1,1,0,NA,NA,Accident,36.849821,-101.22694,Rotec Engineering,Rally 3,Airplane,O45,Hooker Municipal Airport,True,1,NA,False,Personal,091,Substantial,Visual (VMC),On File,Takeoff,Ongoing,False,Approved by Office Director,NA,NA,7/7/2026,7-7-2026
CEN26LA248,Accident,203379,2026-07-09,Tulsa,OK,USA,NA,N8154Y,30-1267,False,Aviation,Aviation,Approved by Office Director,NA,NA,Serious,0,0,0,2,0,NA,NA,Accident,36.038777,-95.985865,PIPER,PA-30,Airplane,RVS,NA,False,2,NA,False,Instructional,091,Substantial,NA,RAWSON AVIATION LLC,Approach,Ongoing,False,Approved by Office Director,NA,NA,7/9/2026,9-7-2026
WPR26LA277,Accident,203459,2026-07-21,Stonewall,OK,USA,NA,N2193X,3506,False,Aviation,Aviation,Approved by Office Director,NA,NA,Serious,0,0,0,1,0,NA,NA,Accident,34.65082,-96.61133,BELL,206B,Helicopter,NA,NA,False,1,NA,False,Aerial application,137,Substantial,Visual (VMC),INDUSTRIAL HELICOPTERS LLC,Maneuvering,Ongoing,False,Approved by Office Director,NA,NA,7/21/2026,21-7-2026
CEN25LA201,Accident,200289,2025-06-07,Pawhuska,OK,USA,NA,N25DB,83,False,Aviation,Aviation,Approved by Office Director,2025-09-26,NA,None,0,0,0,0,0,The pilot’s failure to properly configure the airplane for landing.,Personnel issues - Action/decision - Info processing/decision - Pilot; Aircraft - Aircraft systems - Electrical power system - Not used/operated; Personnel issues - Task performance - Use of equip/info - Pilot; Personnel issues - Action/decision - Action - Pilot,Accident,36.669142,-96.405474,LANCAIR,235,Airplane,H76,PAWHUSKA MUNI,True,1,Reciprocating,False,Flight test,091,Substantial,Visual (VMC),On File,Landing,Completed,False,Approved by Office Director,NA,NA,6/7/2025,7-6-2025
CEN25LA229,Accident,200436,2025-07-01,Guthrie,OK,USA,NA,N981CS,A122184,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,1,0,0,1,0,NA,NA,Accident,35.793472,-97.485307,RANS,S-14,Airplane,PVT,PVT,False,1,NA,False,Personal,091,Substantial,Visual (VMC),On File,Takeoff,Ongoing,False,Approved by Office Director,NA,NA,7/1/2025,1-7-2025
CEN25FA320,Accident,200786,2025-08-14,Walters,OK,USA,NA,N2860Q,17259860,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,1,0,0,1,0,NA,NA,Accident,34.495833,-98.238611,CESSNA,172L,Airplane,NA,NA,False,1,NA,False,Personal,091,Destroyed,Visual (VMC),Pilot,Enroute,Ongoing,False,Approved by Office Director,NA,NA,8/14/2025,14-8-2025
CEN25LA330,Accident,200829,2025-08-20,Grove,OK,USA,NA,N633JC,MA-1,False,Aviation,Aviation,Approved by Office Director,2025-10-30,NA,Minor,0,0,1,1,0,"The pilot’s failure to maintain elevator control during the landing, which resulted in a nose over.",Personnel issues - Task performance - Use of equip/info - Pilot,Accident,36.606778,-94.738556,EXP,Supercub,Airplane,GMJ,GROVE RGNL,True,1,Reciprocating,False,Flight test,091,Substantial,Visual (VMC); Visual (VMC); Visual (VMC),On File,Landing,Completed,False,Approved by Office Director,NA,NA,8/20/2025,20-8-2025
CEN25LA350,Accident,200897,2025-08-28,Ardmore,OK,USA,NA,N5181A,17281102,False,Aviation,Aviation,Approved by Office Director,2025-12-11,NA,None,0,0,0,0,0,"The pilot’s improper landing flare, which resulted in a hard, bounced landing.",Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Environmental issues - Conditions/weather/phenomena - Light condition - Effect on operation; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,34.303504,-97.016053,CESSNA,172R,Airplane,ADM,ARDMORE MUNI,False,1,Reciprocating,False,Instructional,091,Substantial,Visual (VMC); Visual (VMC),SOUTHEASTERN OKLAHOMA STATE UNIVERSITY,Landing; Landing,Completed,False,Approved by Office Director,NA,NA,8/28/2025,28-8-2025
CEN26LA002,Accident,201769,2025-10-01,Haskell,OK,USA,NA,N621E,7-GC-46,False,Aviation,Aviation,Approved by Office Director,2025-10-30,NA,Minor,0,0,1,1,0,"The pilot’s excessive braking during the landing roll, which resulted in a nose over. Contributing to the accident was the pilot’s lack of experience with the recently installed brakes and tundra tires.",Personnel issues - Psychological - Attention/monitoring - Pilot; Aircraft - Aircraft systems - Landing gear system - Incorrect use/operation; Personnel issues - Task performance - Use of equip/info - Pilot; Personnel issues - Action/decision - Action - Pilot; Aircraft - Aircraft systems - Landing gear system - Incorrect use/operation; Personnel issues - Experience/knowledge - Experience/qualifications - Pilot,Accident,35.833132,-95.667165,CHAMPION,7GC,Airplane,2K9,HASKELL,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC); Visual (VMC); Visual (VMC),On File,Landing; Landing; Landing,Completed,False,Approved by Office Director,NA,NA,10/1/2025,1-10-2025
CEN26LA021,Accident,201870,2025-10-15,Tulsa,OK,USA,NA,N2130W,M-1505,False,Aviation,Aviation,Approved by Office Director,2026-01-15,NA,None,0,0,0,0,0,The pilot’s improper landing flare which resulted in a hard bounced landing.,Aircraft - Aircraft systems - Landing gear system - Damaged/degraded; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,36.04,-95.99,BEECH,C23,Airplane,KRVS,Tulsa Riverside Airport,False,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,Landing; Landing; Landing,Completed,False,Approved by Office Director,NA,NA,10/15/2025,15-10-2025
CEN26LA041,Accident,201979,2025-11-01,Ponca City,OK,USA,NA,N9682C; N9682C,4139230; 4139230,False,Aviation,Aviation,Approved by Office Director,2026-03-19,NA,None,0,0,0,0,0,Failure of the nose landing gear link which resulted in a loss of directional.,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Attain/maintain not possible; Personnel issues - Task performance - Use of equip/info - Pilot; Aircraft - Aircraft systems - Landing gear system - Failure,Accident,36.731955,-97.099782,DOUGLAS; DOUGLAS,B-26B; B-26B,Airplane; Airplane,PNC,PONCA CITY RGNL,False,2,Reciprocating; Reciprocating,False,Positioning,091; 091,Substantial; Substantial,Visual (VMC),AMERICAN AIRPOWER HERITAGE FLYING MUSEUM; AMERICAN AIRPOWER HERITAGE FLYING MUSEUM,Takeoff,Completed,False,Approved by Office Director,NA,NA,11/1/2025,1-11-2025
CEN26LA054,Accident,202077,2025-11-26,Bristow,OK,USA,NA,N251LM,M07SV6S0HK0127,False,Aviation,Aviation,Approved by Office Director,2026-02-13,NA,Minor,0,0,0,1,0,The collision with two deer during takeoff which resulted in a loss of control and impact with terrain.,Environmental issues - Physical environment - Object/animal/substance - Not specified,Accident,35.796264,-96.428147,LOU MALINCHAK,TITAN T-51D,Airplane,OK69,Malinchak Private Airport,True,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,Takeoff,Completed,False,Approved by Office Director,NA,NA,11/26/2025,26-11-2025
WPR26FA054,Accident,202111,2025-12-05,Pryor,OK,USA,NA,N161LA,711015D,False,Aviation,Aviation,Approved by Office Director,NA,NA,Fatal,1,0,0,1,0,NA,NA,Accident,36.221413,-95.251628,HUGHES,369D,Helicopter,NA,NA,False,1,NA,False,Aerial observation,091,Substantial,Visual (VMC),On File,Maneuvering; Maneuvering,Ongoing,False,Approved by Office Director,NA,NA,12/5/2025,5-12-2025
CEN26LA057,Accident,202127,2025-12-06,Weatherford,OK,USA,NA,N701SA,7-6054,False,Aviation,Aviation,Approved by Office Director,2026-03-19,NA,None,0,0,0,0,0,The pilot’s improper landing flare which resulted in a hard landing. Contributing to the accident was the pilot being in a rush and failing to note the wind direction and speed.,Personnel issues - Psychological - Attention/monitoring - Pilot; Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Not attained/maintained; Environmental issues - Conditions/weather/phenomena - Wind - Awareness of condition; Personnel issues - Psychological - Mental/emotional state - Pilot; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,35.545806,-98.6685,ZENITH STOL,CH701,Airplane,OJA,Weatherford Stafford Airport,True,1,Reciprocating,False,Personal,091,Substantial,Visual (VMC),On File,Landing; Landing; Landing,Completed,False,Approved by Office Director,NA,NA,12/6/2025,6-12-2025
CEN24LA370,Accident,195215,2024-09-26,Muskogee,OK,USA,NA,N6548Z,25-2090,False,Aviation,Aviation,Approved by Office Director,2024-12-02,NA,None,0,0,0,0,0,The pilot’s inattention to refueling during turn-around operations which resulted in a loss of engine power due to fuel exhaustion.,Environmental issues - Physical environment - Object/animal/substance - Contributed to outcome; Aircraft - Fluids/misc hardware - Fluids - Fluid level; Personnel issues - Action/decision - Action - Pilot,Accident,35.578056,-95.185556,PIPER,PA-25-235,Airplane,NA,NA,False,1,Reciprocating,False,Aerial application,137,Substantial,Visual (VMC),On File,Approach; Enroute; Standing,Completed,False,Approved by Office Director,NA,NA,9/26/2024,26-9-2024
CEN25LA002,Accident,195238,2024-10-01,Moffett,OK,USA,NA,N45472,402A-0794,False,Aviation,Aviation,Approved by Office Director,2025-06-05,NA,None,0,0,0,0,0,The tail wheel assembly’s fractured bolt which resulted in the pilot’s loss of directional control during landing.,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Attain/maintain not possible; Aircraft - Aircraft systems - Landing gear system - Failure; Personnel issues - Task performance - Use of equip/info - Pilot,Accident,35.390388,-94.438095,AIR TRACTOR INC,AT-402A,Airplane,NA,Private strip,False,1,Turbo prop,False,Aerial application,137,Substantial,Visual (VMC),Hookin A Ag Inc,Landing,Completed,False,Approved by Office Director,NA,NA,10/1/2024,1-10-2024
CEN25LA051,Accident,195556,2024-11-27,Muskogee,OK,USA,NA,N5757C; N5757C,340A0975; 340A0975,False,Aviation,Aviation,Approved by Office Director,2025-03-12,NA,Minor,0,0,2,2,0,"The pilot’s improper fuel planning, which resulted in fuel exhaustion and a total loss of power to both engines.",Personnel issues - Action/decision - Info processing/decision - Pilot; Personnel issues - Experience/knowledge - Knowledge - Pilot; Aircraft - Fluids/misc hardware - Fluids - Fluid level; Personnel issues - Task performance - Planning/preparation - Pilot,Accident,35.667484,-95.375133,CESSNA; CESSNA,340; 340,Airplane; Airplane,MKO,MUSKOGEE-DAVIS RGNL,False,2,Reciprocating; Reciprocating,False,Personal,091; 091,Substantial; Substantial,Visual (VMC); Visual (VMC),On File; On File,Approach; Post-Impact; Landing,Completed,False,Approved by Office Director,NA,NA,11/27/2024,27-11-2024
